,pathway,sd,value,sample
427,DR_O6MeG,0.002415129756934688,0.6284722222222222,U2OSPatty_OGG1_2h_BR0
428,MMEJ,0.0002373303765800334,0.0014810314054608286,U2OSPatty_OGG1_2h_BR0
429,MMR,0.00214221293680313,0.10468076772424599,U2OSPatty_OGG1_2h_BR0
430,NER,0.0018838870811211824,0.0860517221736984,U2OSPatty_OGG1_2h_BR0
431,NHEJ,0.02178994347450407,3.071127482626362,U2OSPatty_OGG1_2h_BR0
432,BER_8oxoG_C,0.0033075511939018453,0.9228641671788568,HAP1_WT_24h_BR1
433,BER_A_8oxoG,0.003969525321749222,0.9135901017760926,HAP1_WT_24h_BR1
434,BER_Hx,0.0030477432652089563,0.9232887490165225,HAP1_WT_24h_BR1
435,BER_UG,0.00038889208505284796,0.9987695336532546,HAP1_WT_24h_BR1
436,DR_O6MeG,0.002181550094292129,0.9575864089045109,HAP1_WT_24h_BR1
437,MMEJ,0.002279186608176978,0.01902465166130761,HAP1_WT_24h_BR1
438,MMR,0.008421510733814799,0.3817963352358065,HAP1_WT_24h_BR1
439,NER,0.019473848679818398,0.7904608788853161,HAP1_WT_24h_BR1
440,NHEJ,0.02936018316071191,1.3620042872454448,HAP1_WT_24h_BR1
441,BER_8oxoG_C,0.0019159304756506377,0.9095085184194095,U2OS_MGMT_2h_BR0
442,BER_A_8oxoG,0.004844257632959451,0.5687362479670908,U2OS_MGMT_2h_BR0
443,BER_Hx,0.0026021144334125207,0.5874004749266657,U2OS_MGMT_2h_BR0
444,BER_UG,0.00031160156763897115,0.9962407964326454,U2OS_MGMT_2h_BR0
445,DR_O6MeG,0.002367775042900328,0.1637323943661972,U2OS_MGMT_2h_BR0
446,MMEJ,0.0006018564053309737,0.005598095360658902,U2OS_MGMT_2h_BR0
447,MMR,0.0026661141873394324,0.11478735310576385,U2OS_MGMT_2h_BR0
448,NER,0.0017776207043901393,0.046908178366900456,U2OS_MGMT_2h_BR0
449,NHEJ,0.019985843491813964,2.04118139115887,U2OS_MGMT_2h_BR0
450,BER_8oxoG_C,0.0017428574695958065,0.9522441891530857,U2OS_WT_4h_BR4
451,BER_A_8oxoG,0.005355559326233888,0.6756968983117393,U2OS_WT_4h_BR4
452,BER_Hx,0.003060565625904085,0.755978674790556,U2OS_WT_4h_BR4
453,BER_UG,0.0002943360455315977,0.9983077790882519,U2OS_WT_4h_BR4
454,DR_O6MeG,0.0024497264145003682,0.8810928460965691,U2OS_WT_4h_BR4
455,MMEJ,0.0018612943682859858,0.03857130502464758,U2OS_WT_4h_BR4
456,MMR,0.0032537468877249795,0.13597044512524778,U2OS_WT_4h_BR4
457,NER,0.003098422444769205,0.10083888264291274,U2OS_WT_4h_BR4
458,NHEJ,0.028472686647548488,2.602265847963331,U2OS_WT_4h_BR4
459,BER_8oxoG_C,0.0022574039400732695,0.9150819672131147,U2OSPatty_WT_2h_BR3
460,BER_A_8oxoG,0.006101588559702066,0.7054819061268363,U2OSPatty_WT_2h_BR3
461,BER_Hx,0.003136727623635946,0.4937809966149728,U2OSPatty_WT_2h_BR3
462,BER_UG,0.0003576461914687085,0.9976795580110497,U2OSPatty_WT_2h_BR3
463,DR_O6MeG,0.003913394794058959,0.6460188843500971,U2OSPatty_WT_2h_BR3
464,MMEJ,0.0010999603702493384,0.01026598226784881,U2OSPatty_WT_2h_BR3
465,MMR,0.001825237245363592,0.04831932773109244,U2OSPatty_WT_2h_BR3
466,NER,0.003367527519136504,0.08924405039664023,U2OSPatty_WT_2h_BR3
467,NHEJ,0.048754314536164196,4.041530564629025,U2OSPatty_WT_2h_BR3
468,BER_8oxoG_C,0.002068957127834836,0.9569691300280636,TK6_LIG4_4h_BR0
469,BER_A_8oxoG,0.0028927485911894664,0.890732462173315,TK6_LIG4_4h_BR0
470,BER_Hx,0.003658141894574672,0.8215589631252281,TK6_LIG4_4h_BR0
471,BER_UG,0.001123458770461279,0.9831567715875315,TK6_LIG4_4h_BR0
472,DR_O6MeG,0.0038402335129808897,0.17025052192066806,TK6_LIG4_4h_BR0
473,MMEJ,0.0022698212536669707,0.03144853875476493,TK6_LIG4_4h_BR0
474,MMR,0.00446038168759343,0.1310272536687631,TK6_LIG4_4h_BR0
475,NER,0.004679200543109101,0.12277636594663278,TK6_LIG4_4h_BR0
476,NHEJ,0.0017187579880446036,0.01826556543837357,TK6_LIG4_4h_BR0
477,BER_8oxoG_C,0.0015125198990020385,0.9348021920276256,U2OS_XPG_4h_BR0
478,BER_A_8oxoG,0.0035609331885079645,0.6954205327746183,U2OS_XPG_4h_BR0
479,BER_Hx,0.00229634394007162,0.6502585267453453,U2OS_XPG_4h_BR0
480,BER_UG,0.0002874691866474653,0.9965085623352256,U2OS_XPG_4h_BR0
481,DR_O6MeG,0.002766900541387073,0.661176229368144,U2OS_XPG_4h_BR0
482,MMEJ,0.0009307876740371225,0.015179625569235959,U2OS_XPG_4h_BR0
483,MMR,0.0030162735962903815,0.21935929448015726,U2OS_XPG_4h_BR0
484,NER,0.000513389834235957,0.004666329341654017,U2OS_XPG_4h_BR0
485,NHEJ,0.021193247790625744,2.3703828638893576,U2OS_XPG_4h_BR0
486,BER_8oxoG_C,0.0024075511354478118,0.8759400501360073,U2OS_OGG1_1h_BR2
487,BER_A_8oxoG,0.0067537761930214725,0.3010403120936281,U2OS_OGG1_1h_BR2
488,BER_Hx,0.0024433195080112153,0.2916666666666667,U2OS_OGG1_1h_BR2
489,BER_UG,0.0004155718468856498,0.9960060777078359,U2OS_OGG1_1h_BR2
490,DR_O6MeG,0.003741380289365721,0.488908805736052,U2OS_OGG1_1h_BR2
491,MMEJ,0.00029413790675026925,0.0009297136481963555,U2OS_OGG1_1h_BR2
492,MMR,0.001398140009762828,0.034262759924385634,U2OS_OGG1_1h_BR2
493,NER,0.0029000099293536364,0.08348828560803273,U2OS_OGG1_1h_BR2
494,NHEJ,0.043452106874652265,4.034120490888807,U2OS_OGG1_1h_BR2
495,BER_8oxoG_C,0.0018253573855285207,0.9460659484165851,U2OS_WT_4h_BR2
496,BER_A_8oxoG,0.0056937819317577805,0.724849666829189,U2OS_WT_4h_BR2
497,BER_Hx,0.0033703704570707854,0.6567570291242568,U2OS_WT_4h_BR2
498,BER_UG,0.00033220381272826223,0.9977690744137623,U2OS_WT_4h_BR2
499,DR_O6MeG,0.0025058430712510626,0.8659275283937263,U2OS_WT_4h_BR2
500,MMEJ,0.0025045756240081015,0.06093537745002911,U2OS_WT_4h_BR2
501,MMR,0.0030401390588400547,0.12185853700664998,U2OS_WT_4h_BR2
502,NER,0.0034692070116092186,0.1115854841839705,U2OS_WT_4h_BR2
503,NHEJ,0.029885059248361986,2.5748107898311665,U2OS_WT_4h_BR2
504,BER_8oxoG_C,0.001578022746765736,0.9596987059808151,TK6_WT_4h_BR3
505,BER_A_8oxoG,0.0025670633200731764,0.8678193933823529,TK6_WT_4h_BR3
506,BER_Hx,0.0029518609117488,0.8083694246020586,TK6_WT_4h_BR3
507,BER_UG,0.0007624428849854868,0.9882429457674605,TK6_WT_4h_BR3
508,DR_O6MeG,0.002614863390400831,0.15247870483043224,TK6_WT_4h_BR3
509,MMEJ,0.001093156999550772,0.015265998457979954,TK6_WT_4h_BR3
510,MMR,0.003082905451329188,0.10237849017580145,TK6_WT_4h_BR3
511,NER,0.0024116841894637623,0.07047031611410948,TK6_WT_4h_BR3
512,NHEJ,0.0236043768417531,2.2343099460292986,TK6_WT_4h_BR3
513,BER_8oxoG_C,0.0035908998760201733,0.8726935128234885,U2OS_WT_1h_BR2
514,BER_A_8oxoG,0.009266254051060224,0.24885215794306703,U2OS_WT_1h_BR2
515,BER_Hx,0.0035489309179626777,0.32526110409732584,U2OS_WT_1h_BR2
516,BER_UG,0.0004418738761205107,0.9973453285155962,U2OS_WT_1h_BR2
517,DR_O6MeG,0.004907051157657794,0.5909362549800797,U2OS_WT_1h_BR2
518,MMEJ,0.0011673478747912516,0.009149940968122786,U2OS_WT_1h_BR2
519,MMR,0.002652776772057924,0.06854749834692528,U2OS_WT_1h_BR2
520,NER,0.0018086133708274566,0.02169421487603306,U2OS_WT_1h_BR2
521,NHEJ,0.03259918519338413,2.229634002361275,U2OS_WT_1h_BR2
522,BER_8oxoG_C,0.001413513383181757,0.9887177650429799,TK6_LIG4_24h_BR0
523,BER_A_8oxoG,0.003126793393176735,0.9164114344053088,TK6_LIG4_24h_BR0
524,BER_Hx,0.00453855359532136,0.8383224433976599,TK6_LIG4_24h_BR0
525,BER_UG,0.0012170758400817127,0.9896922183507549,TK6_LIG4_24h_BR0
526,DR_O6MeG,0.005122824856718133,0.25548351496758176,TK6_LIG4_24h_BR0
527,MMEJ,0.003913252872065074,0.08436558419819216,TK6_LIG4_24h_BR0
528,MMR,0.005677261435780476,0.21054672353625437,TK6_LIG4_24h_BR0
529,NER,0.011902170810403588,0.5470371610311349,TK6_LIG4_24h_BR0
530,NHEJ,0.0016964302211682732,0.01690659524606629,TK6_LIG4_24h_BR0
531,BER_8oxoG_C,0.008410026502038946,0.8547835990888383,HAP1_MUTYH_2h_BR0
532,BER_A_8oxoG,0.010555866273645948,0.05531914893617021,HAP1_MUTYH_2h_BR0
533,BER_Hx,0.0072913414588309244,0.8088690271570986,HAP1_MUTYH_2h_BR0
534,BER_UG,0.0009592742014790652,0.997283531409168,HAP1_MUTYH_2h_BR0
535,DR_O6MeG,0.0069341897662129216,0.9038142620232172,HAP1_MUTYH_2h_BR0
536,MMEJ,0.002444965993177795,0.004878048780487805,HAP1_MUTYH_2h_BR0
537,MMR,0.016561085123565293,0.2908366533864542,HAP1_MUTYH_2h_BR0
538,NER,0.010129671016702972,0.07804878048780488,HAP1_MUTYH_2h_BR0
539,NHEJ,0.0817113568571674,1.8926829268292682,HAP1_MUTYH_2h_BR0
540,BER_8oxoG_C,0.002644641821102631,0.90981929764746,HAP1_WT_24h_BR3
541,BER_A_8oxoG,0.0030761194977971893,0.9180926019124308,HAP1_WT_24h_BR3
542,BER_Hx,0.002273818204107081,0.9144689007865688,HAP1_WT_24h_BR3
543,BER_UG,0.000495473144862603,0.9957870099473376,HAP1_WT_24h_BR3
544,DR_O6MeG,0.0014550128335811064,0.9579805416776229,HAP1_WT_24h_BR3
545,MMEJ,0.0019997681823434124,0.022462127807765978,HAP1_WT_24h_BR3
546,MMR,0.006550846583234233,0.3551892094417385,HAP1_WT_24h_BR3
547,NER,0.016580518847914772,0.8523419815427477,HAP1_WT_24h_BR3
548,NHEJ,0.03250314520960934,2.0134076266759533,HAP1_WT_24h_BR3
549,BER_8oxoG_C,0.002023129412023867,0.9217198933575359,U2OS_UNG_2h_BR2
550,BER_A_8oxoG,0.006926893846670232,0.416502171338334,U2OS_UNG_2h_BR2
551,BER_Hx,0.0028936573750173934,0.5479836392522732,U2OS_UNG_2h_BR2
552,BER_UG,0.0010538450730219373,0.9730152687899167,U2OS_UNG_2h_BR2
553,DR_O6MeG,0.0030298606229364707,0.7923454586029904,U2OS_UNG_2h_BR2
554,MMEJ,0.00248207988385167,0.054791600042639374,U2OS_UNG_2h_BR2
555,MMR,0.0013820402659239057,0.034712722298221615,U2OS_UNG_2h_BR2
556,NER,0.0023148955549285007,0.04796929964822513,U2OS_UNG_2h_BR2
557,NHEJ,0.042496770839333675,3.6463063639270867,U2OS_UNG_2h_BR2
558,BER_8oxoG_C,0.0019921054241369518,0.9559239028065549,TK6_WT_4h_BR2
559,BER_A_8oxoG,0.0028325144476281164,0.8831532301951334,TK6_WT_4h_BR2
560,BER_Hx,0.0037165232644656454,0.7879163567236962,TK6_WT_4h_BR2
561,BER_UG,0.0009607449540693543,0.9865277777777778,TK6_WT_4h_BR2
562,DR_O6MeG,0.0031146949982516613,0.15035310198192725,TK6_WT_4h_BR2
563,MMEJ,0.001072750986987963,0.009956511787594415,TK6_WT_4h_BR2
564,MMR,0.0035849247229591693,0.10908369694565649,TK6_WT_4h_BR2
565,NER,0.003019323987310861,0.07415884641794461,TK6_WT_4h_BR2
566,NHEJ,0.024269274689372015,1.823071641107805,TK6_WT_4h_BR2
567,BER_8oxoG_C,0.002091669891466319,0.9154467868648618,U2OS_MGMT_2h_BR3
568,BER_A_8oxoG,0.006900631900553773,0.4488067744418784,U2OS_MGMT_2h_BR3
569,BER_Hx,0.002959212135888008,0.49027646378639755,U2OS_MGMT_2h_BR3
570,BER_UG,0.00030960769325595047,0.997875226039783,U2OS_MGMT_2h_BR3
571,DR_O6MeG,0.0029225444036918846,0.16716765842586345,U2OS_MGMT_2h_BR3
572,MMEJ,0.0015266204039679225,0.022793162051384586,U2OS_MGMT_2h_BR3
573,MMR,0.0017905506729931548,0.0568249790644814,U2OS_MGMT_2h_BR3
574,NER,0.001982735187441381,0.03788863340997701,U2OS_MGMT_2h_BR3
575,NHEJ,0.03649207837061678,3.183844846546036,U2OS_MGMT_2h_BR3
576,BER_8oxoG_C,0.0018152195726112768,0.9548022598870056,U2OS_WT_24h_BR4
577,BER_A_8oxoG,0.004169740161309521,0.7941301573798384,U2OS_WT_24h_BR4
578,BER_Hx,0.004521329652359158,0.8364206752315506,U2OS_WT_24h_BR4
579,BER_UG,0.00040927408692172573,0.9978711661278877,U2OS_WT_24h_BR4
580,DR_O6MeG,0.0006502564703403845,0.986567545147087,U2OS_WT_24h_BR4
581,MMEJ,0.0008456538221360669,0.01654263236232192,U2OS_WT_24h_BR4
582,MMR,0.0016974522228489525,0.06798235641853485,U2OS_WT_24h_BR4
583,NER,0.003404887933687989,0.2229215394429088,U2OS_WT_24h_BR4
584,NHEJ,0.0065794169328643095,0.6260259408887944,U2OS_WT_24h_BR4
585,BER_8oxoG_C,0.0025365664251522793,0.8583752315427362,U2OS_OGG1_2h_BR3
586,BER_A_8oxoG,0.006218603990941443,0.6531831370541048,U2OS_OGG1_2h_BR3
587,BER_Hx,0.002936863994682729,0.4737424756105999,U2OS_OGG1_2h_BR3
588,BER_UG,0.00029782427702997597,0.9980001777619767,U2OS_OGG1_2h_BR3
589,DR_O6MeG,0.0034464477305395204,0.6478887905451137,U2OS_OGG1_2h_BR3
590,MMEJ,0.0007612009987646972,0.0062574767645164255,U2OS_OGG1_2h_BR3
591,MMR,0.0014759921045307076,0.03620700418253324,U2OS_OGG1_2h_BR3
592,NER,0.0026896586795985542,0.07324928683169228,U2OS_OGG1_2h_BR3
593,NHEJ,0.046268772001136375,4.349130394773167,U2OS_OGG1_2h_BR3
594,BER_8oxoG_C,0.0027442857634861913,0.8866002546625721,HAP1_MUTYH_2h_BR2
595,BER_A_8oxoG,0.003804321252527841,0.042583392476934,HAP1_MUTYH_2h_BR2
596,BER_Hx,0.0032155288072032683,0.7329389393619269,HAP1_MUTYH_2h_BR2
597,BER_UG,0.00036725676907034836,0.9975060992138791,HAP1_MUTYH_2h_BR2
598,DR_O6MeG,0.0024922713360727546,0.903674634320371,HAP1_MUTYH_2h_BR2
599,MMEJ,0.0011529290471376924,0.006601320264052811,HAP1_MUTYH_2h_BR2
600,MMR,0.007157457613577007,0.34866937302661255,HAP1_MUTYH_2h_BR2
601,NER,0.004240904267171518,0.08301660332066413,HAP1_MUTYH_2h_BR2
602,NHEJ,0.055133684487404175,3.4300860172034406,HAP1_MUTYH_2h_BR2
603,BER_8oxoG_C,0.0077008101933572016,0.8506766215585627,HAP1_WT_2h_BR1
604,BER_A_8oxoG,0.01189167590464234,0.7042062415196744,HAP1_WT_2h_BR1
605,BER_Hx,0.007593714834309848,0.7339828757012105,HAP1_WT_2h_BR1
606,BER_UG,0.0010360341243117013,0.996116504854369,HAP1_WT_2h_BR1
607,DR_O6MeG,0.008132326901815947,0.8253094910591472,HAP1_WT_2h_BR1
608,MMEJ,0.0,0.0,HAP1_WT_2h_BR1
609,MMR,0.017800920613175158,0.28056426332288403,HAP1_WT_2h_BR1
610,NER,0.005430927388231849,0.03419516263552961,HAP1_WT_2h_BR1
611,NHEJ,0.06532293556491044,1.81651376146789,HAP1_WT_2h_BR1
612,BER_8oxoG_C,0.005347638455524546,0.831126502342636,HAP1_WT_1h_BR3
613,BER_A_8oxoG,0.008814765328061983,0.6425431180250254,HAP1_WT_1h_BR3
614,BER_Hx,0.005103196865046329,0.7203050277885485,HAP1_WT_1h_BR3
615,BER_UG,0.0010279293581718497,0.9916784022532327,HAP1_WT_1h_BR3
616,DR_O6MeG,0.0064255151062556646,0.6442723342939481,HAP1_WT_1h_BR3
617,MMEJ,0.0,0.0,HAP1_WT_1h_BR3
618,MMR,0.008508403924704902,0.1323251417769376,HAP1_WT_1h_BR3
619,NER,0.0020450042770318788,0.015188500135611608,HAP1_WT_1h_BR3
620,NHEJ,0.0503071620713382,2.5953349606726337,HAP1_WT_1h_BR3
621,BER_8oxoG_C,0.0024853004998551414,0.8683997189644922,U2OS_OGG1_2h_BR2
622,BER_A_8oxoG,0.006006790484231526,0.6620445017736214,U2OS_OGG1_2h_BR2
623,BER_Hx,0.0029236761133334638,0.5003077133479212,U2OS_OGG1_2h_BR2
624,BER_UG,0.0003223420411640314,0.9976506050800125,U2OS_OGG1_2h_BR2
625,DR_O6MeG,0.0033687469574782284,0.6576281437427549,U2OS_OGG1_2h_BR2
626,MMEJ,0.000752821746450881,0.005862566074002883,U2OS_OGG1_2h_BR2
627,MMR,0.0016872430595731062,0.048618376515477874,U2OS_OGG1_2h_BR2
628,NER,0.002779110621918101,0.07477174435367612,U2OS_OGG1_2h_BR2
629,NHEJ,0.05547131200038652,5.180394041326285,U2OS_OGG1_2h_BR2
630,BER_8oxoG_C,0.002833534419866121,0.9376544905245812,TK6_LIG4_2h_BR2
631,BER_A_8oxoG,0.005185603812489584,0.8033010039135613,TK6_LIG4_2h_BR2
632,BER_Hx,0.004874098852462448,0.6626288385931357,TK6_LIG4_2h_BR2
633,BER_UG,0.0009675198763537436,0.9911466666666666,TK6_LIG4_2h_BR2
634,DR_O6MeG,0.004071499909577741,0.14444742489270387,TK6_LIG4_2h_BR2
635,MMEJ,0.0016477702066102007,0.012146643109540636,TK6_LIG4_2h_BR2
636,MMR,0.00312518250725884,0.056741470534573984,TK6_LIG4_2h_BR2
637,NER,0.002814783499853365,0.034673144876325085,TK6_LIG4_2h_BR2
638,NHEJ,0.002091773269377905,0.019434628975265017,TK6_LIG4_2h_BR2
